date,country,traffic_channel,device_type,platform,visits,session_duration,no_of_customers,impressions,views,wishlist_adds,cart_adds,items_purchased
2024-10-05,Ireland,Organic,Mobile Web,Android,3,4.54,2,4610,659,11,31,4
2025-05-20,Spain,Paid,Mobile,Android,6,4.33,5,3712,329,5,18,2
2025-09-04,Italy,Organic,Mobile,Android,3,6.32,1,4263,574,18,38,4
2024-11-26,United Kingdom,CRM,Desktop,Android,3,5.72,2,4499,1396,27,112,43
2024-01-27,Spain,Organic,Desktop,Android,4,7.66,3,5206,855,15,71,12
2025-08-12,United Kingdom,Social,Mobile,iOS,2,2.6,1,6154,369,15,16,3
2024-10-02,Spain,Referral,Desktop,Android,6,2.92,1,4717,457,7,33,2
2024-06-28,Spain,Direct,Mobile,iOS,5,9.77,1,10307,1799,38,141,24
2025-03-28,Italy,Social,Mobile,Android,7,2.22,5,8332,418,9,10,2
2025-08-22,France,Organic,Desktop,Android,5,5.66,2,6262,1150,18,106,17
2024-04-03,Italy,Paid,Tablet,iOS,8,4.09,8,4705,385,5,22,2
2025-02-22,Italy,Paid,Desktop,Android,7,6.86,3,4652,403,10,23,4
2024-04-17,France,Paid,Desktop,iOS,3,6.53,2,8961,1098,26,61,13
2025-02-25,Germany,Organic,Mobile Web,Android,4,5.25,3,7214,1092,26,66,15
2024-10-22,Ireland,Organic,Tablet,Android,1,4.85,1,4187,555,10,38,8
2025-07-17,Ireland,Social,Mobile Web,iOS,4,3.54,4,9642,546,9,20,4
2024-03-31,United Kingdom,Organic,Mobile Web,Android,4,6.0,4,3651,662,16,50,12
2024-11-27,France,Social,Mobile,Android,6,3.05,3,5058,234,1,5,0
2025-06-10,United Kingdom,Paid,Desktop,Android,2,3.93,2,4454,427,7,24,6
2025-07-09,United Kingdom,Paid,Mobile Web,iOS,7,2.76,6,6556,720,11,38,5
2024-02-25,Italy,Social,Desktop,Android,5,1.47,4,8881,551,13,16,3
2025-01-05,Germany,Social,Mobile,Android,6,1.73,5,3987,215,2,6,0
2025-10-02,Spain,Organic,Tablet,iOS,2,4.89,2,5313,792,14,46,15
2024-07-27,Italy,Paid,Mobile,Android,5,6.51,1,9163,798,15,38,1
2024-05-14,France,Direct,Desktop,Android,6,8.07,5,1402,302,6,28,7
2025-05-11,France,Organic,Mobile Web,iOS,4,5.24,4,4108,724,16,69,15
2025-10-07,United Kingdom,Referral,Desktop,iOS,7,3.63,1,1147,177,3,16,6
2024-06-11,Spain,Paid,Mobile,Android,4,2.38,2,2828,231,4,17,0
2025-07-19,France,Paid,Desktop,iOS,8,3.24,1,3295,396,7,29,5
2024-08-18,Italy,Referral,Desktop,iOS,3,4.5,1,2402,329,1,29,4
2024-04-30,United Kingdom,Paid,Desktop,iOS,5,4.41,4,2596,385,5,23,4
2025-05-25,Ireland,Organic,Mobile,Others,5,4.75,2,6672,790,12,58,13
2025-06-05,Ireland,Organic,Desktop,iOS,1,7.0,1,9246,1802,21,153,40
2025-03-01,Ireland,Organic,Tablet,Others,3,5.14,2,2393,338,4,20,3
2024-09-06,Italy,Direct,Desktop,Android,1,6.97,1,1010,208,2,18,3
2025-01-27,Italy,Paid,Mobile,Android,8,2.18,3,1950,160,4,5,0
2024-03-12,Germany,Referral,Mobile Web,iOS,4,2.86,2,7654,995,21,67,12
2024-12-14,France,Social,Desktop,Android,8,4.12,7,2227,114,2,7,0
2024-01-03,Spain,Organic,Tablet,iOS,5,6.09,3,3446,544,13,33,5
2025-08-24,France,CRM,Mobile,Android,4,3.76,3,1021,188,5,13,6
2025-05-16,Spain,Paid,Desktop,iOS,3,6.45,3,8129,789,8,43,5
2025-07-05,Germany,Organic,Mobile Web,iOS,5,6.59,4,2686,443,3,29,5
2024-12-06,Italy,Direct,Desktop,iOS,5,3.4,3,11184,2124,46,177,46
2025-04-11,Spain,Organic,Mobile,iOS,2,8.87,2,2233,332,3,15,4
2024-09-01,France,Referral,Mobile Web,iOS,5,3.74,2,9583,1042,23,68,7
2024-08-27,Spain,Organic,Desktop,iOS,2,3.28,2,6197,1117,10,93,24
2024-11-21,Italy,Organic,Mobile,Android,3,3.73,1,5708,856,20,69,8
2025-01-25,Ireland,Paid,Tablet,Android,5,2.63,4,9261,870,22,33,6
2024-06-04,Italy,Social,Tablet,Android,6,2.41,6,3363,185,6,4,0
2024-05-09,Italy,CRM,Desktop,Android,12,5.32,1,4664,933,27,106,27
2024-04-12,Spain,Organic,Mobile,iOS,4,2.6,3,6264,912,14,74,17
2025-06-22,Italy,Paid,Desktop,iOS,6,4.25,1,2888,299,6,21,4
2024-05-27,Italy,Referral,Mobile,Android,3,5.44,1,7748,777,13,34,8
2024-06-07,Italy,Social,Mobile Web,iOS,7,2.66,7,5184,250,7,9,0
2024-09-28,United Kingdom,Paid,Tablet,Others,2,2.8,2,7478,813,15,44,9
2025-02-11,France,Organic,Mobile,Android,3,3.71,3,7617,1160,23,90,27
2024-12-02,Ireland,CRM,Desktop,iOS,6,5.08,1,7353,1729,24,208,69
2024-11-20,Ireland,Organic,Desktop,Android,2,5.52,2,4673,781,12,43,5
2025-07-08,Ireland,Paid,Mobile,iOS,5,4.68,4,9014,749,16,40,13
2024-03-11,United Kingdom,Organic,Mobile,Android,5,2.36,5,2421,356,8,26,5
2024-08-20,Germany,Direct,Mobile,Android,5,4.79,3,5586,1164,12,90,35
2025-03-20,Ireland,Organic,Mobile,iOS,3,4.75,1,1829,227,4,15,3
2025-03-30,United Kingdom,Organic,Mobile Web,iOS,4,6.18,1,1108,169,3,12,2
2024-11-02,Germany,Direct,Mobile Web,Android,6,4.68,6,4130,783,24,64,16
2024-11-28,United Kingdom,Organic,Mobile,iOS,4,3.41,1,3200,566,6,52,10
2025-01-02,United Kingdom,Organic,Desktop,Android,5,5.17,3,7600,1312,37,116,34
2024-05-29,France,Organic,Desktop,Android,4,4.79,4,1913,345,4,18,4
2025-02-25,Germany,Referral,Desktop,Android,3,3.6,3,1182,163,2,10,3
2024-06-23,Spain,Organic,Tablet,Android,5,3.23,2,6062,806,9,35,9
2025-09-16,Germany,Organic,Mobile,Others,4,4.39,1,8869,1446,32,95,19
2025-05-24,Italy,Paid,Tablet,iOS,2,4.12,1,3171,282,5,6,0
2024-08-25,Spain,Paid,Desktop,iOS,3,5.27,1,7872,799,14,33,3
2025-04-15,Italy,Organic,Mobile,iOS,5,6.98,3,6313,831,12,56,6
2025-04-21,France,CRM,Desktop,iOS,4,1.81,1,8955,2184,23,267,108
2024-06-10,France,Referral,Mobile Web,Android,9,2.41,9,3999,326,5,19,3
2024-12-19,United Kingdom,Paid,Desktop,Android,9,3.86,8,2353,302,3,15,4
2025-10-16,Spain,Direct,Mobile,Android,5,8.1,3,7594,1436,25,92,23
2025-04-12,Italy,Paid,Mobile Web,Android,5,3.05,3,2806,244,2,12,6
2025-01-28,France,Organic,Desktop,Others,8,5.85,4,11128,2031,55,145,34
2024-08-30,Italy,Organic,Desktop,iOS,4,6.03,1,3428,731,17,59,13
2025-01-02,Italy,Organic,Mobile Web,iOS,10,6.58,10,8361,1295,38,92,21
2024-10-29,Spain,Paid,Mobile Web,iOS,1,2.52,1,2377,214,4,7,1
2024-10-08,United Kingdom,Organic,Desktop,Others,8,9.61,7,5362,1119,30,96,22
2024-02-20,United Kingdom,Organic,Desktop,Android,7,6.58,5,4550,921,18,91,18
2024-10-20,Spain,Paid,Mobile,Android,2,5.49,2,7184,542,10,25,5
2024-12-26,Germany,Paid,Mobile,Android,3,3.26,3,4942,437,9,23,4
2025-09-27,Germany,Paid,Tablet,Android,2,4.84,1,7804,740,9,46,7
2025-10-05,France,Organic,Mobile Web,Android,4,2.69,2,5681,794,28,66,12
2024-02-10,United Kingdom,Paid,Mobile,Android,3,4.96,3,6077,646,16,35,7
2024-02-04,France,Organic,Desktop,iOS,6,7.55,4,6126,1152,24,109,29
2024-05-14,Spain,Paid,Mobile Web,Android,6,4.72,3,9055,530,13,31,3
2024-11-30,United Kingdom,Organic,Desktop,Android,3,7.98,2,7282,1524,31,141,37
2024-06-28,Ireland,Referral,Mobile,iOS,5,2.48,4,8976,782,6,46,7
2025-07-06,Germany,Organic,Mobile,iOS,6,6.65,2,8743,1609,27,103,20
2025-05-28,France,Organic,Mobile,iOS,3,3.24,3,6301,862,9,61,7
2024-09-20,France,Social,Mobile,Android,5,2.56,2,9317,490,4,10,0
2024-12-12,Italy,Social,Mobile Web,Android,3,2.08,2,6702,312,5,4,0
2024-03-18,United Kingdom,Social,Desktop,Others,1,3.56,1,1843,154,4,4,0
2025-02-10,Germany,Social,Mobile,iOS,4,2.84,2,2151,105,3,4,0
2024-04-02,Spain,Social,Mobile Web,iOS,3,3.67,2,4874,226,7,3,0
2024-09-27,Italy,Social,Mobile,Android,7,2.96,1,6080,223,3,5,0
2025-04-10,Spain,CRM,Mobile,iOS,5,5.77,1,1064,212,1,21,5
2025-08-21,France,Referral,Desktop,Android,4,2.96,3,3742,466,16,40,6
2025-01-15,Italy,Organic,Desktop,Android,3,4.93,3,8113,1297,44,88,20
2025-04-27,United Kingdom,Organic,Mobile,Android,10,5.67,4,1863,353,4,20,6
2025-09-16,United Kingdom,Referral,Mobile,Android,4,2.93,3,2153,245,3,13,4
2025-10-12,Germany,CRM,Mobile,iOS,8,4.74,2,9790,2731,38,231,75
2025-02-22,Italy,Referral,Desktop,Android,4,5.16,3,10361,1257,27,76,11
2024-02-16,United Kingdom,Paid,Mobile,Android,9,3.22,3,4586,425,6,25,3
2025-05-19,United Kingdom,Paid,Mobile Web,iOS,2,2.81,2,6181,574,8,36,1
2024-08-28,United Kingdom,Organic,Mobile Web,Android,5,4.51,1,9702,1335,18,80,16
2025-02-01,Spain,Social,Desktop,iOS,2,5.56,1,5412,302,7,14,3
2025-07-07,Italy,Social,Mobile,Android,2,3.75,2,6125,248,8,11,0
2024-06-07,Italy,Social,Desktop,iOS,7,6.26,5,3792,252,6,8,0
2024-04-11,Italy,Paid,Desktop,iOS,7,6.4,6,9274,1005,18,49,10
2024-10-13,Italy,Social,Mobile Web,Others,9,2.61,7,8616,383,10,8,2
2024-08-10,United Kingdom,Organic,Mobile,iOS,11,5.62,6,10659,2012,50,172,37
2024-08-29,Italy,Paid,Mobile,iOS,8,6.67,8,6199,491,14,30,5
2025-01-11,France,Referral,Mobile,iOS,8,4.42,2,5390,509,18,31,4
2024-03-03,Spain,Organic,Mobile,Android,4,6.47,3,6704,821,23,69,6
2024-07-13,Italy,Organic,Mobile,iOS,9,7.58,5,4432,682,18,47,11
2024-04-03,United Kingdom,CRM,Mobile Web,Android,6,2.29,4,7713,1876,45,147,43
2025-10-19,Ireland,Organic,Desktop,Android,2,7.2,1,5621,1041,33,78,17
2024-02-21,Ireland,Organic,Desktop,Others,4,4.9,1,4322,703,12,56,15
2024-05-08,France,Organic,Mobile Web,iOS,2,4.05,1,1613,244,5,9,1
2024-03-11,Spain,Direct,Desktop,Android,5,6.53,2,9422,2105,31,174,49
2025-08-23,Spain,Direct,Mobile,iOS,7,9.16,2,4615,796,27,62,15
2024-12-02,Germany,Organic,Desktop,Android,4,4.01,2,1720,295,8,30,12
2024-01-03,Germany,Direct,Tablet,Android,6,4.41,5,8862,1957,46,143,46
2024-05-13,France,Organic,Mobile,Android,9,3.94,3,7122,924,16,71,10
2024-06-27,Spain,Paid,Desktop,Android,6,3.34,3,2283,227,3,4,0
2024-05-14,United Kingdom,Social,Mobile,Others,8,2.61,1,2388,183,4,6,0
2024-08-31,United Kingdom,Social,Desktop,Android,3,4.27,2,4626,289,4,8,0
2024-01-17,Spain,Direct,Tablet,Android,6,12.75,3,7513,1280,33,86,22
2024-02-23,Germany,Organic,Mobile Web,iOS,5,3.91,3,8080,1327,31,97,30
2025-06-22,Germany,Direct,Mobile Web,Android,4,3.56,4,3225,605,14,42,8
2025-05-02,United Kingdom,Direct,Mobile,Others,5,5.62,1,4138,691,16,30,10
2025-06-09,Italy,Organic,Desktop,Android,8,4.7,6,4816,800,11,60,13
2025-04-07,Spain,Paid,Tablet,Others,7,6.12,1,7676,535,16,21,2
2025-09-21,Spain,Organic,Mobile,iOS,1,6.5,1,3939,656,5,48,11
2025-06-17,United Kingdom,Organic,Mobile Web,Android,3,6.94,3,9163,1453,40,89,25
2025-10-20,France,Paid,Mobile,Android,4,3.98,4,7102,494,7,26,4
2025-05-05,United Kingdom,Paid,Desktop,iOS,4,6.06,1,5035,615,23,40,7
2024-04-20,Italy,Organic,Desktop,iOS,5,8.87,4,4172,790,26,53,13
2025-03-30,Italy,Paid,Desktop,Android,3,4.3,3,1984,208,7,14,4
2024-11-25,United Kingdom,Paid,Mobile Web,iOS,5,5.1,1,2426,238,3,13,3
2024-03-08,Spain,Organic,Desktop,iOS,7,7.46,2,5580,1139,19,86,21
2025-10-01,Germany,Social,Desktop,Android,7,2.57,3,4149,246,6,17,3
2025-01-25,Ireland,Organic,Desktop,iOS,4,1.48,3,6073,1313,34,96,21
2024-10-28,Spain,Organic,Desktop,Android,5,7.2,5,2625,364,11,25,7
2025-09-11,Italy,Organic,Mobile,Android,6,4.88,5,5837,893,13,60,13
2024-04-27,Italy,Direct,Mobile,iOS,5,6.43,1,2319,402,7,26,5
2024-08-08,Ireland,CRM,Mobile,Android,5,4.33,5,8816,1492,14,114,26
2024-08-21,Italy,Referral,Desktop,Android,4,3.83,4,6644,645,9,35,7
2025-04-09,Italy,Organic,Mobile,Android,5,4.26,3,2541,377,11,24,1
2024-04-07,Italy,Paid,Desktop,Android,3,6.54,2,1910,164,5,7,1
2024-11-16,France,Social,Desktop,Android,2,4.9,2,7666,450,4,22,3
2025-01-18,Ireland,Organic,Tablet,iOS,4,10.37,3,7731,1273,19,98,16
2025-04-30,Germany,Organic,Desktop,iOS,7,7.24,6,4874,968,19,84,27
2024-03-28,United Kingdom,Organic,Mobile,Android,7,4.52,1,2649,435,5,29,6
2024-04-08,United Kingdom,Organic,Desktop,Android,4,9.33,4,11220,2078,27,202,60
2024-05-13,Ireland,Direct,Desktop,Android,2,9.73,2,7042,1323,20,114,24
2025-08-23,Spain,Social,Mobile,Android,6,2.11,1,3276,180,6,12,0
2024-05-05,Spain,Organic,Mobile Web,iOS,2,4.39,2,8985,1300,30,86,6
2025-03-09,Italy,Paid,Mobile,Android,8,4.12,6,10549,888,22,33,3
2024-10-21,Ireland,Organic,Desktop,iOS,2,7.58,1,2678,566,9,47,9
2024-12-26,Spain,Referral,Tablet,iOS,7,2.16,3,1603,169,0,6,4
2024-06-07,United Kingdom,Organic,Desktop,iOS,4,4.1,2,6745,1756,40,160,43
2024-08-17,Ireland,Referral,Desktop,Android,4,3.79,4,4842,604,4,47,9
2025-07-23,United Kingdom,Organic,Desktop,iOS,5,7.24,3,6298,1586,38,148,44
2024-10-12,France,Paid,Desktop,iOS,5,3.93,1,4257,426,6,21,4
2025-03-15,Spain,Organic,Desktop,Android,7,6.12,2,3485,537,12,40,9
2025-09-20,Spain,Direct,Desktop,Android,3,6.71,3,3514,615,17,46,12
2024-01-27,Ireland,Paid,Mobile,iOS,5,4.81,5,5510,442,8,28,3
2024-01-30,Spain,Organic,Mobile Web,Android,8,4.97,5,7420,891,27,50,13
2024-11-12,Germany,Organic,Mobile Web,iOS,5,5.31,3,3627,705,4,52,17
2024-01-07,France,CRM,Mobile,Android,5,3.92,3,2747,623,11,50,8
2025-08-02,Germany,Referral,Desktop,Android,3,3.8,1,9077,1086,28,99,21
2024-03-12,Ireland,Paid,Mobile Web,iOS,7,5.42,4,2674,193,1,10,0
2024-04-03,Germany,Organic,Desktop,Android,2,4.45,1,2813,643,4,67,20
2024-08-08,Ireland,Social,Desktop,Android,6,5.02,5,8473,410,6,17,2
2025-04-09,Italy,Paid,Desktop,iOS,5,1.82,4,10087,1119,22,77,16
2025-01-13,France,Organic,Mobile,iOS,2,4.56,1,3027,516,16,35,7
2025-08-04,France,Direct,Mobile Web,iOS,2,4.41,2,8260,1341,33,102,27
2024-02-23,Spain,Paid,Desktop,Android,9,5.75,2,8558,714,23,33,6
2025-09-24,Germany,Organic,Mobile,Android,4,6.38,2,2240,399,10,27,5
2024-10-05,United Kingdom,Organic,Desktop,Android,4,9.15,1,5958,1342,19,101,23
2025-03-10,Italy,Social,Desktop,iOS,6,2.74,6,8380,598,13,13,1
2025-03-28,Italy,Organic,Mobile Web,iOS,6,3.12,5,7614,1113,15,59,13
2024-08-08,Italy,Paid,Desktop,iOS,6,6.6,3,1257,141,3,5,1
2024-12-19,Spain,Organic,Desktop,iOS,8,6.4,2,2653,440,16,36,8
2024-10-17,Italy,Paid,Desktop,Android,9,5.68,2,3542,322,11,29,3
2025-05-13,Ireland,Paid,Desktop,iOS,5,6.33,5,5112,585,15,49,7
2024-02-16,Spain,Paid,Tablet,Others,2,4.7,2,4040,289,6,11,1
2025-09-05,Germany,Social,Desktop,Android,2,3.81,2,6074,414,2,18,1
2024-07-28,United Kingdom,Organic,Mobile,Android,7,4.34,1,5978,1065,30,93,17
2024-05-20,France,Direct,Mobile,iOS,9,6.03,4,5665,1266,30,96,27
2024-12-01,France,Referral,Desktop,Others,3,3.36,2,8123,861,23,62,13
2025-05-24,United Kingdom,Referral,Desktop,iOS,5,2.97,1,1304,233,6,35,10
2024-06-28,Ireland,Social,Mobile Web,Android,6,2.68,4,1574,82,1,2,0
2025-06-29,Germany,Referral,Tablet,iOS,2,4.99,2,9168,1338,12,100,21
2025-05-27,Ireland,Organic,Desktop,Android,8,4.92,4,7292,1081,35,87,17
2024-12-28,Spain,Organic,Tablet,Android,7,7.1,7,3749,497,11,41,8
2024-02-13,United Kingdom,Referral,Mobile,Android,4,3.1,4,7332,887,29,75,11
2025-04-15,Italy,Organic,Mobile,Android,4,3.98,1,9321,1475,25,82,14
2025-08-12,United Kingdom,Paid,Mobile,Others,4,3.68,3,6114,540,4,34,5
2025-02-18,Italy,Referral,Desktop,Others,5,4.34,5,6768,823,21,37,7
2025-03-03,Ireland,Organic,Mobile Web,Android,7,4.5,6,11191,1660,29,99,16
2025-02-18,France,Organic,Mobile,Others,8,3.53,2,3677,574,6,37,5
2024-06-24,United Kingdom,Organic,Desktop,Android,4,5.3,3,1987,409,1,36,12
2025-01-05,Spain,Organic,Mobile Web,Android,9,4.11,8,6318,918,14,53,12
2024-04-18,United Kingdom,Social,Desktop,iOS,3,2.63,2,1466,136,5,9,2
2025-08-26,Germany,Paid,Tablet,iOS,9,8.23,7,7120,872,9,50,9
2024-03-21,Italy,Paid,Mobile Web,Android,7,4.61,5,8256,648,11,17,4
2024-12-13,Italy,Paid,Desktop,iOS,6,5.13,3,3252,370,5,23,4
2024-06-21,Germany,Organic,Mobile Web,iOS,1,8.22,1,6605,976,21,65,10
2025-10-10,United Kingdom,Organic,Tablet,Android,9,8.39,9,8806,1770,33,136,40
2025-06-06,United Kingdom,Paid,Mobile,Android,6,1.43,5,10165,962,23,50,6
2024-12-25,Germany,Organic,Desktop,iOS,3,3.41,2,7405,1613,39,178,56
2024-08-29,Ireland,Referral,Mobile Web,iOS,5,5.27,2,2631,307,4,7,0
2024-09-19,United Kingdom,Direct,Tablet,iOS,6,7.36,2,1786,481,12,49,22
2025-09-08,Germany,Direct,Mobile Web,Android,3,6.24,1,5079,950,11,56,16
2024-03-18,Germany,Paid,Mobile,iOS,3,5.32,3,2554,259,3,16,2
2025-04-20,Germany,CRM,Mobile,iOS,5,4.95,4,3225,799,21,85,30
2025-08-16,Spain,Social,Desktop,Android,7,4.68,7,1029,67,5,3,0
2025-10-20,Italy,Organic,Desktop,iOS,5,3.66,5,7246,1392,35,117,32
2024-11-26,Ireland,Organic,Desktop,Others,3,4.4,3,9875,1762,39,133,34
2024-06-03,Ireland,Paid,Tablet,Android,9,4.74,6,3065,242,6,16,1
2025-04-25,Italy,Organic,Desktop,Android,6,6.02,1,3107,611,16,50,12
2024-10-08,Italy,Direct,Desktop,Android,4,3.72,3,5819,1330,12,95,32
2024-12-26,Spain,Organic,Mobile,Android,4,6.92,1,4948,680,12,36,5
2024-11-13,Spain,Referral,Mobile,Android,2,3.94,1,2457,256,8,16,3
2024-02-08,Italy,Social,Mobile,iOS,3,3.07,2,9415,385,12,12,2
2024-10-20,United Kingdom,Paid,Mobile,Android,5,3.37,3,5624,629,13,28,3
2025-09-21,United Kingdom,Paid,Desktop,Android,5,1.92,1,3520,434,10,29,8
2025-04-18,Spain,Organic,Mobile,iOS,2,2.8,2,3815,635,11,52,9
2024-02-12,Spain,Organic,Desktop,Android,3,4.66,3,8562,1454,15,96,15
2024-07-11,Italy,Organic,Desktop,iOS,5,7.07,5,3813,754,11,66,12
2025-05-28,France,Organic,Desktop,iOS,4,5.88,4,5928,1246,39,110,28
2025-04-06,Germany,Social,Mobile Web,iOS,3,3.08,1,3746,222,3,5,1
2024-03-27,United Kingdom,CRM,Mobile,Others,4,3.79,3,10302,2517,47,229,76
2024-06-25,Spain,Organic,Mobile Web,Others,6,3.28,6,7390,846,16,43,10
2025-03-24,United Kingdom,Paid,Mobile,iOS,7,3.86,2,2944,325,7,18,3
2025-06-19,Italy,CRM,Mobile,Android,6,4.18,5,5256,1050,17,94,26
2025-01-07,Spain,Organic,Desktop,Android,6,7.42,2,6411,1048,32,65,20
2025-01-31,France,CRM,Desktop,Android,3,6.27,2,8560,2169,25,208,69
2025-09-04,Italy,Paid,Mobile,iOS,6,4.09,3,5858,493,9,27,5
2024-12-08,United Kingdom,CRM,Mobile Web,iOS,3,6.63,3,7745,2164,53,163,47
2024-04-06,United Kingdom,Social,Desktop,Android,2,3.11,2,4782,298,13,11,0
2025-01-30,Spain,CRM,Mobile,Android,7,3.92,6,5097,994,20,81,18
2025-09-09,France,Organic,Desktop,iOS,4,9.53,3,4181,780,11,77,19
2024-03-24,Germany,Organic,Tablet,Android,5,6.61,3,6967,1201,32,95,23
2024-12-24,Spain,CRM,Mobile,Android,4,3.26,2,3593,677,12,51,17
2025-02-05,France,Referral,Desktop,Android,7,3.28,6,6915,774,23,58,5
2024-03-27,Germany,Organic,Mobile,iOS,5,5.2,5,2978,443,6,26,10
2025-01-20,France,Social,Mobile,Android,5,4.91,5,3410,143,3,2,0
2024-12-02,Ireland,Organic,Desktop,iOS,7,1.84,7,8296,1612,22,154,48
2024-04-05,Germany,CRM,Mobile Web,iOS,5,8.37,5,5479,1118,10,114,36
2025-06-04,Ireland,Organic,Desktop,Others,2,6.89,2,3087,540,5,37,10
2025-01-06,France,Organic,Mobile,Others,3,6.57,1,2091,291,4,17,8
2024-08-07,France,Paid,Mobile Web,Android,1,4.78,1,8651,742,23,19,4
2025-05-12,France,CRM,Mobile Web,iOS,7,2.67,7,2354,443,11,23,3
2024-05-20,Germany,Social,Tablet,iOS,6,4.32,2,5216,389,3,11,1
2024-10-29,Germany,Organic,Mobile,Android,7,7.05,1,5694,980,11,72,15
2025-07-06,United Kingdom,Organic,Desktop,Android,3,9.04,3,9054,1830,43,177,53
2024-02-08,Ireland,Organic,Mobile Web,Others,6,3.39,5,5181,650,9,31,1
2025-09-24,Ireland,CRM,Mobile,iOS,5,6.66,3,5991,1304,29,99,25
2025-01-20,Germany,Social,Desktop,Android,5,3.47,5,5698,343,13,15,1
2024-07-04,Germany,Direct,Desktop,Android,5,2.22,2,7140,1886,48,152,56
2025-03-24,Ireland,Paid,Desktop,iOS,1,3.83,1,10769,1211,17,86,15
2025-01-08,United Kingdom,Paid,Mobile,iOS,4,4.57,4,10111,1185,26,57,8
2024-08-31,Ireland,Organic,Desktop,Android,7,4.1,6,11021,1643,27,147,43
2024-10-18,Italy,Direct,Mobile,Android,6,5.61,5,7101,1254,13,70,16
2024-08-27,Ireland,Paid,Desktop,Android,4,4.4,4,3659,401,9,35,4
2024-11-12,Spain,Paid,Tablet,iOS,3,1.61,1,8352,676,16,42,7
2025-01-11,Italy,Organic,Desktop,iOS,6,6.22,2,5545,1053,28,73,22
2025-03-27,Ireland,Paid,Mobile,iOS,5,4.18,5,7935,799,12,51,10
2025-01-26,Italy,Organic,Desktop,iOS,8,7.65,5,8906,1483,28,130,32
2025-03-04,Spain,Paid,Desktop,Android,5,3.23,5,1905,172,2,16,3
2025-09-11,Germany,Paid,Desktop,Android,4,3.43,2,1769,179,2,9,4
2024-02-23,Germany,Referral,Mobile,iOS,5,4.67,3,2315,303,3,23,5
2025-01-15,Ireland,Referral,Desktop,iOS,6,4.56,4,1559,219,7,17,5
2025-06-12,Spain,Direct,Mobile,Android,1,7.94,1,9344,1664,54,106,22
2024-03-26,United Kingdom,Social,Tablet,Android,6,3.25,3,1293,99,3,5,0
2025-04-05,Germany,Social,Tablet,iOS,2,4.61,2,7444,427,8,26,5
2025-03-23,Spain,Paid,Mobile,iOS,5,4.6,2,7208,634,7,30,4
2025-04-06,United Kingdom,Referral,Mobile Web,Others,2,2.0,1,1909,208,5,6,1
2025-02-28,France,Organic,Mobile,Others,4,5.89,1,2549,334,8,21,2
2025-05-29,United Kingdom,CRM,Desktop,iOS,3,4.0,2,6198,2184,30,275,138
2025-01-30,France,Direct,Desktop,iOS,5,5.41,2,4016,961,26,101,34
2024-08-17,United Kingdom,Organic,Desktop,iOS,9,8.32,6,4393,1118,27,107,32
2024-04-11,United Kingdom,Organic,Desktop,iOS,3,5.47,2,9456,1902,51,213,67
2024-05-29,Ireland,Organic,Mobile,Android,8,4.51,6,5364,819,11,52,10
2024-10-20,Germany,Organic,Desktop,iOS,5,7.8,1,938,210,5,13,5
2024-05-22,Italy,Paid,Mobile,Android,12,2.52,12,1528,122,2,5,0
2025-04-04,Ireland,Paid,Mobile,Android,5,1.42,4,4533,373,10,14,2
2024-03-22,Spain,Referral,Desktop,iOS,5,5.42,1,5854,725,11,46,8
2024-08-08,United Kingdom,Paid,Desktop,Others,6,2.94,3,1733,191,4,12,0
2025-09-15,Germany,CRM,Mobile,Others,11,3.59,9,1664,313,6,30,10
2024-04-23,Spain,CRM,Desktop,iOS,10,5.76,7,2376,584,10,56,12
2024-11-04,France,Paid,Tablet,iOS,4,3.01,2,5535,547,4,32,6
2024-09-01,United Kingdom,CRM,Mobile,Android,1,3.06,1,9275,2271,41,204,69
2025-09-29,Italy,Referral,Mobile,Others,6,3.93,6,6632,474,9,25,3
2024-04-23,Italy,Organic,Desktop,Android,6,6.71,1,1623,287,9,15,2
2025-07-02,Italy,Paid,Desktop,iOS,3,3.31,3,8714,820,23,61,12
2024-05-27,United Kingdom,Social,Desktop,Android,8,4.68,4,7923,604,19,28,1
2024-01-02,France,Paid,Mobile Web,iOS,8,7.14,7,10198,975,10,46,8
2024-09-03,Spain,Paid,Tablet,iOS,3,5.38,2,1917,174,5,9,0
2024-07-10,Spain,Referral,Mobile Web,Android,2,2.79,2,3936,335,8,17,1
2025-06-20,Ireland,Direct,Mobile,iOS,4,4.57,1,9339,1681,19,130,24
2025-06-22,France,Organic,Desktop,Android,3,10.66,1,1641,269,10,18,6
2025-06-03,Spain,Paid,Desktop,Others,5,7.01,5,6588,607,13,41,8
2025-02-03,Spain,Paid,Desktop,Android,6,2.35,1,7170,783,8,37,8
2025-10-12,Italy,Organic,Desktop,Android,4,5.19,1,11421,1834,52,148,25
2024-09-16,Italy,Paid,Mobile,Others,5,3.68,3,3005,203,3,12,2
2024-12-31,Ireland,Paid,Desktop,Android,7,6.02,1,3353,344,7,17,2
2024-09-03,United Kingdom,Paid,Mobile Web,Android,7,3.79,3,3428,315,2,12,1
2025-08-18,Ireland,Organic,Mobile,Others,8,4.52,2,1834,262,2,12,2
2024-05-16,Ireland,Organic,Tablet,Android,3,3.87,2,7808,1222,19,54,11
2025-07-13,United Kingdom,Organic,Desktop,Android,4,9.72,3,10273,1863,40,174,51
2024-06-28,France,Organic,Desktop,Android,6,4.69,6,5930,1108,24,77,11
